src_ip,des_ip,src_port,dest_port,tcp_flag,protocol,tls_version,dns_query_type,http_method,icmp_type_code,as_path,ttl_hop,start_time,end_time,packs_count,bytes_count,label
93.254.214.43,160.106.43.71,60606,9120,SYN,UDP,TLS 1.2,TXT,DELETE,Echo Request,22256 18163,182,2025-04-26 19:54:37.136243,2025-04-26 19:55:27.136243,63,6458,0
36.56.173.170,40.69.5.162,57066,22677,PSH,UDP,TLS 1.1,MX,HEAD,Echo Request,6854 44009,97,2025-04-26 19:03:48.136243,2025-04-26 19:35:41.151064,224,7796,0
169.97.197.172,240.142.81.190,33681,14335,SYN,TCP,TLS 1.1,AAAA,HEAD,Echo Reply,4834 54680,231,2025-04-26 19:01:52.136243,2025-04-26 19:14:47.136243,134,4587,0
177.43.85.51,31.101.243.7,33680,33017,RST,UDP,TLS 1.1,CNAME,DELETE,Destination Unreachable,34284 9971,202,2025-04-26 19:40:51.136243,2025-04-26 20:23:01.136243,641,8055,0
114.30.239.128,114.162.133.40,7610,8860,RST,ICMP,TLS 1.3,MX,DELETE,Destination Unreachable,2373 7020,109,2025-04-26 19:34:47.136243,2025-04-26 20:31:04.136243,117,2504,0
196.46.129.91,152.161.147.131,22459,57388,URG,TCP,TLS 1.1,A,PUT,Echo Reply,33629 13550,92,2025-04-26 19:45:22.136243,2025-04-26 20:24:55.136243,937,1646,0
237.20.3.39,125.21.249.181,13335,63111,FIN,UDP,TLS 1.1,A,GET,Echo Reply,31355 31248,104,2025-04-26 19:45:43.136243,2025-04-26 20:28:16.136243,474,9519,0
59.55.34.78,123.206.233.170,64464,14442,SYN,ICMP,TLS 1.3,TXT,HEAD,Destination Unreachable,9403 29189,72,2025-04-26 19:10:22.136243,2025-04-26 19:13:18.151064,59,9690,1
214.245.27.188,78.57.137.172,38059,36354,ACK,UDP,TLS 1.2,A,DELETE,Echo Reply,24018 30916,65,2025-04-26 19:31:01.136243,2025-04-26 19:56:54.136243,36,4187,0
177.202.6.116,69.131.232.191,46758,4188,RST,ICMP,TLS 1.3,CNAME,GET,Destination Unreachable,52134 7099,189,2025-04-26 19:52:34.136243,2025-04-26 20:01:53.136243,75,6379,0
217.25.11.217,150.120.11.99,56538,25519,ACK,UDP,TLS 1.1,MX,POST,Destination Unreachable,42042 25581,31,2025-04-26 19:45:16.136243,2025-04-26 20:39:19.136243,10,9627,0
240.229.78.75,105.123.61.174,25854,34204,SYN,UDP,TLS 1.2,CNAME,PUT,Echo Reply,59133 19032,109,2025-04-26 19:15:52.136243,2025-04-26 19:48:32.151064,903,9634,0
6.151.237.33,128.225.223.217,58353,49444,URG,UDP,TLS 1.3,CNAME,HEAD,Echo Request,45127 19484,246,2025-04-26 19:23:50.136243,2025-04-26 19:24:08.136243,187,5683,0
246.46.248.41,163.135.90.215,60915,8327,PSH,TCP,TLS 1.1,TXT,HEAD,Echo Reply,44809 32289,162,2025-04-26 19:32:38.136243,2025-04-26 19:43:24.151064,436,5121,0
131.64.118.40,176.208.160.212,50271,1513,PSH,UDP,TLS 1.0,A,HEAD,Echo Reply,33500 50461,184,2025-04-26 19:12:11.136243,2025-04-26 19:25:00.136243,82,738,0
247.143.62.142,126.217.225.194,254,13869,PSH,UDP,TLS 1.3,CNAME,DELETE,Destination Unreachable,54389 32983,68,2025-04-26 19:30:06.136243,2025-04-26 19:31:28.151064,673,1313,0
247.212.212.5,52.100.22.229,931,319,ACK,TCP,TLS 1.2,A,HEAD,Echo Request,35681 12355,109,2025-04-26 19:35:49.136243,2025-04-26 20:07:37.136243,979,7496,0
240.248.225.135,40.177.186.184,6205,443,ACK,ICMP,TLS 1.2,TXT,PUT,Destination Unreachable,23409 5926,207,2025-04-26 19:19:21.136243,2025-04-26 20:13:20.136243,9084,87236,1
244.219.249.51,20.48.114.241,80,22,FIN,ICMP,TLS 1.3,MX,DELETE,Destination Unreachable,52103 4504,60,2025-04-26 19:27:40.136243,2025-04-26 19:54:28.151064,4050,6326,1
35.24.77.211,136.16.179.246,17605,7139,RST,UDP,TLS 1.0,MX,POST,Echo Reply,47997 21311,122,2025-04-26 19:49:13.136243,2025-04-26 20:33:37.136243,862,1509,0
91.231.139.102,176.102.173.96,80,8080,RST,UDP,TLS 1.2,CNAME,PUT,Destination Unreachable,47966 32034,100,2025-04-26 19:39:04.136243,2025-04-26 19:46:47.136243,2790,8540,1
3.199.74.105,155.213.233.118,46004,60389,URG,ICMP,TLS 1.1,MX,HEAD,Destination Unreachable,35204 44494,211,2025-04-26 19:48:26.136243,2025-04-26 19:50:50.136243,571,1636,0
175.64.39.190,4.138.67.177,39437,60809,PSH,ICMP,TLS 1.2,AAAA,PUT,Echo Request,8391 18077,232,2025-04-26 19:03:15.136243,2025-04-26 19:13:01.151064,696,8926,0
158.153.241.175,177.247.204.201,57382,11947,FIN,UDP,TLS 1.3,A,PUT,Destination Unreachable,59742 51986,248,2025-04-26 19:05:19.136243,2025-04-26 19:53:57.136243,102,5927,0
177.145.247.117,202.125.112.172,54678,21960,URG,TCP,TLS 1.3,CNAME,HEAD,Echo Request,39379 23331,184,2025-04-26 19:54:33.136243,2025-04-26 20:00:54.136243,597,9128,0
85.30.106.50,183.47.93.95,443,46739,FIN,UDP,TLS 1.1,CNAME,POST,Echo Request,42109 32025,77,2025-04-26 19:12:46.136243,2025-04-26 19:20:25.136243,2096,4596,1
96.25.171.204,251.62.111.128,34016,26368,SYN,UDP,TLS 1.0,A,DELETE,Destination Unreachable,56572 36484,70,2025-04-26 19:52:02.136243,2025-04-26 19:57:22.136243,804,3050,0
254.134.138.188,48.214.1.123,8491,36992,SYN,UDP,TLS 1.0,TXT,POST,Destination Unreachable,10707 60390,127,2025-04-26 19:49:18.136243,2025-04-26 20:09:28.136243,232,155,0
140.100.100.9,70.87.222.103,62385,10763,PSH,ICMP,TLS 1.2,MX,POST,Destination Unreachable,19116 18306,180,2025-04-26 19:30:27.136243,2025-04-26 20:02:22.136243,191,3963,0
175.159.138.168,110.209.196.245,47763,58633,ACK,UDP,TLS 1.0,CNAME,PUT,Destination Unreachable,56908 8939,51,2025-04-26 19:34:34.136243,2025-04-26 19:50:22.151064,889,7861,0
133.55.27.254,102.116.234.107,44384,61600,URG,TCP,TLS 1.2,A,HEAD,Destination Unreachable,24066 43429,118,2025-04-26 19:39:22.136243,2025-04-26 20:09:14.136243,662,8076,0
109.150.24.26,214.156.237.214,47039,32282,URG,TCP,TLS 1.2,A,HEAD,Echo Request,53006 54274,87,2025-04-26 19:12:07.136243,2025-04-26 19:45:39.136243,666,4264,0
220.197.43.160,45.68.156.91,64866,37051,ACK,ICMP,TLS 1.1,AAAA,GET,Destination Unreachable,51992 28642,21,2025-04-26 19:23:20.136243,2025-04-26 19:38:16.136243,182,7027,0
87.131.18.178,66.215.9.5,39638,20230,URG,UDP,TLS 1.0,AAAA,PUT,Echo Request,44491 40526,40,2025-04-26 19:44:49.136243,2025-04-26 20:35:48.136243,114,3831,0
68.108.230.149,169.19.32.69,80,22,SYN,TCP,TLS 1.1,TXT,GET,Echo Request,4853 53196,169,2025-04-26 19:16:58.136243,2025-04-26 19:43:21.151064,39,32014,1
104.82.222.15,221.144.78.236,51560,7971,SYN,TCP,TLS 1.1,A,HEAD,Destination Unreachable,34674 15348,80,2025-04-26 19:01:12.136243,2025-04-26 19:06:19.151064,416,443,0
10.208.93.57,120.90.150.91,63583,34229,SYN,UDP,TLS 1.0,MX,PUT,Echo Request,11233 35383,195,2025-04-26 19:13:14.136243,2025-04-26 19:30:25.151064,333,959,0
83.222.59.25,181.19.133.30,11719,48594,URG,UDP,TLS 1.2,CNAME,POST,Echo Request,51329 10826,186,2025-04-26 18:57:55.136243,2025-04-26 19:14:25.151064,751,4534,0
216.76.116.82,197.107.188.174,20329,18194,PSH,UDP,TLS 1.0,CNAME,HEAD,Destination Unreachable,60169 7100,120,2025-04-26 19:18:14.136243,2025-04-26 20:04:24.136243,839,1053,0
8.194.19.66,222.214.87.64,39352,27128,URG,ICMP,TLS 1.0,MX,PUT,Echo Reply,56386 20315,24,2025-04-26 19:48:02.136243,2025-04-26 20:43:35.136243,312,2440,0
28.22.248.118,94.21.64.57,43652,31359,RST,UDP,TLS 1.1,AAAA,DELETE,Echo Request,56553 29259,244,2025-04-26 19:41:11.136243,2025-04-26 20:26:13.136243,870,3609,0
108.51.145.16,246.200.13.79,28186,64125,PSH,TCP,TLS 1.0,AAAA,DELETE,Destination Unreachable,21241 61307,21,2025-04-26 18:59:03.136243,2025-04-26 19:50:37.151064,486,2213,0
240.255.193.194,180.27.244.234,5282,40738,URG,TCP,TLS 1.3,CNAME,DELETE,Echo Request,41710 43096,59,2025-04-26 19:22:27.136243,2025-04-26 19:25:14.136243,259,2369,0
105.223.12.132,135.28.94.104,30613,16711,PSH,ICMP,TLS 1.1,CNAME,DELETE,Destination Unreachable,55990 17621,111,2025-04-26 18:55:10.136243,2025-04-26 19:32:29.151064,916,7485,0
184.188.58.74,155.35.240.1,6032,22557,FIN,TCP,TLS 1.0,MX,POST,Echo Reply,58243 58135,8,2025-04-26 19:40:14.136243,2025-04-26 20:15:06.136243,405,7075,0
25.7.4.120,192.73.143.197,3398,1216,ACK,ICMP,TLS 1.1,AAAA,GET,Echo Request,36844 38721,222,2025-04-26 18:56:45.136243,2025-04-26 18:59:30.151064,279,9433,0
153.79.41.135,205.76.163.162,55268,30464,PSH,TCP,TLS 1.2,TXT,HEAD,Echo Request,37671 59008,254,2025-04-26 19:41:05.136243,2025-04-26 20:22:38.136243,988,314,0
102.164.188.56,8.190.109.182,21875,22780,URG,TCP,TLS 1.0,AAAA,DELETE,Echo Reply,41196 16545,148,2025-04-26 19:29:04.136243,2025-04-26 19:40:11.151064,986,3533,0
15.207.77.126,48.189.238.190,3389,22,RST,UDP,TLS 1.3,A,POST,Echo Request,2439 17153,194,2025-04-26 19:28:30.136243,2025-04-26 19:54:24.151064,1474,1708,1
11.250.42.169,182.183.157.104,9645,367,PSH,UDP,TLS 1.3,AAAA,HEAD,Destination Unreachable,51583 51903,37,2025-04-26 19:18:09.136243,2025-04-26 19:20:08.151064,248,9285,0
220.205.147.251,208.248.140.101,39449,24337,PSH,TCP,TLS 1.1,TXT,HEAD,Echo Reply,63619 44724,230,2025-04-26 19:36:36.136243,2025-04-26 19:36:57.136243,745,780,0
39.211.70.22,102.185.191.35,33914,64486,ACK,ICMP,TLS 1.1,CNAME,PUT,Echo Reply,34938 24267,12,2025-04-26 18:56:49.136243,2025-04-26 19:36:53.151064,31,7485,1
195.88.205.161,205.250.199.82,1383,12521,URG,TCP,TLS 1.0,MX,POST,Echo Request,19022 27804,119,2025-04-26 19:05:11.136243,2025-04-26 19:46:41.151064,589,9094,0
179.61.127.182,233.2.230.234,13088,62287,ACK,UDP,TLS 1.0,AAAA,PUT,Echo Request,42655 37296,196,2025-04-26 19:37:55.136243,2025-04-26 19:48:32.151064,346,2630,0
138.79.118.133,228.168.92.129,59339,63496,FIN,TCP,TLS 1.3,A,GET,Echo Request,16731 29746,134,2025-04-26 19:47:31.136243,2025-04-26 20:21:52.136243,548,9543,0
66.139.31.237,29.91.88.156,60006,52171,PSH,ICMP,TLS 1.3,A,HEAD,Echo Reply,11756 45786,91,2025-04-26 19:14:20.136243,2025-04-26 19:51:27.151064,650,5750,0
95.221.180.3,200.36.69.192,39345,64403,PSH,UDP,TLS 1.3,MX,PUT,Echo Reply,6819 26522,230,2025-04-26 19:06:25.136243,2025-04-26 19:40:00.151064,399,8934,0
119.218.184.76,185.126.220.91,49222,1931,SYN,ICMP,TLS 1.3,CNAME,GET,Destination Unreachable,13023 9854,175,2025-04-26 19:32:20.136243,2025-04-26 19:38:53.136243,905,6286,0
107.38.82.223,195.52.87.130,20420,32665,PSH,UDP,TLS 1.3,TXT,POST,Echo Request,8516 64225,225,2025-04-26 19:29:08.136243,2025-04-26 20:15:29.136243,480,1390,0
190.91.61.60,42.254.117.6,46072,20040,RST,UDP,TLS 1.1,MX,PUT,Echo Request,45008 23786,160,2025-04-26 19:49:15.136243,2025-04-26 19:56:47.136243,28,1836,0
200.96.158.196,84.119.33.232,63956,33105,RST,ICMP,TLS 1.1,A,PUT,Echo Request,13270 7794,88,2025-04-26 19:06:19.136243,2025-04-26 19:29:06.136243,461,1443,0
187.48.47.114,30.192.150.89,30989,1222,PSH,UDP,TLS 1.3,AAAA,PUT,Echo Reply,62215 5336,131,2025-04-26 19:22:23.136243,2025-04-26 19:50:36.136243,650,9142,0
245.46.162.240,40.33.123.1,28218,41531,PSH,TCP,TLS 1.3,TXT,GET,Echo Request,30243 62468,133,2025-04-26 19:29:02.136243,2025-04-26 20:07:51.136243,911,916,0
249.54.174.114,36.255.255.43,45816,22,RST,TCP,TLS 1.1,MX,GET,Echo Reply,61532 48859,96,2025-04-26 18:56:26.136243,2025-04-26 19:01:18.151064,31,7531,1
45.184.47.144,133.176.210.243,2967,3323,URG,UDP,TLS 1.2,A,PUT,Destination Unreachable,12647 41154,31,2025-04-26 19:05:12.136243,2025-04-26 19:46:17.151064,272,6669,0
128.74.29.111,80.184.140.247,26055,18836,SYN,TCP,TLS 1.0,CNAME,PUT,Echo Reply,31323 24236,3,2025-04-26 19:06:19.136243,2025-04-26 19:25:56.151064,802,1306,0
217.116.139.245,233.73.179.5,8641,14178,URG,UDP,TLS 1.2,CNAME,HEAD,Echo Reply,62254 16230,241,2025-04-26 19:06:54.136243,2025-04-26 19:54:58.136243,15,2289,0
208.13.85.238,131.242.227.91,8643,11617,ACK,TCP,TLS 1.3,TXT,DELETE,Destination Unreachable,2742 7730,217,2025-04-26 18:55:07.136243,2025-04-26 19:40:54.151064,816,688,0
192.29.103.225,67.201.185.178,48849,21037,SYN,ICMP,TLS 1.2,AAAA,POST,Destination Unreachable,2141 3205,186,2025-04-26 19:01:03.136243,2025-04-26 19:20:49.151064,319,2085,0
110.51.78.24,66.201.217.99,629,40974,SYN,ICMP,TLS 1.1,A,GET,Destination Unreachable,4606 38545,18,2025-04-26 19:47:34.136243,2025-04-26 20:10:39.136243,475,4706,0
117.103.164.42,219.75.218.132,35085,60199,URG,UDP,TLS 1.2,MX,HEAD,Destination Unreachable,44708 4207,197,2025-04-26 19:24:52.136243,2025-04-26 20:15:37.136243,599,1343,0
73.153.94.139,82.49.195.88,22,20807,FIN,UDP,TLS 1.2,CNAME,GET,Echo Request,54035 26927,252,2025-04-26 19:33:29.136243,2025-04-26 19:48:10.151064,566,9690,1
79.88.150.230,137.171.55.62,45735,18016,PSH,ICMP,TLS 1.1,MX,GET,Echo Reply,3439 40815,175,2025-04-26 19:01:07.136243,2025-04-26 19:36:02.151064,949,8991,0
126.8.128.218,105.183.81.253,63732,39208,PSH,ICMP,TLS 1.2,CNAME,GET,Echo Request,24097 33437,237,2025-04-26 19:05:00.136243,2025-04-26 19:26:07.136243,926,6224,0
227.185.249.159,32.65.155.242,60531,39833,RST,ICMP,TLS 1.2,MX,POST,Destination Unreachable,46486 19221,203,2025-04-26 19:10:11.136243,2025-04-26 19:29:34.136243,305,538,0
8.172.127.232,216.128.163.164,8080,80,FIN,TCP,TLS 1.3,AAAA,POST,Echo Reply,24566 2765,44,2025-04-26 19:12:21.136243,2025-04-26 19:53:52.151064,774,1035,1
215.143.64.50,253.51.244.107,61626,595,RST,TCP,TLS 1.1,TXT,HEAD,Echo Request,46334 43544,11,2025-04-26 19:32:52.136243,2025-04-26 19:40:08.151064,108,9902,0
141.43.193.150,142.29.134.101,63690,28460,RST,TCP,TLS 1.3,MX,DELETE,Echo Request,34965 33237,95,2025-04-26 18:59:30.136243,2025-04-26 19:08:55.151064,620,6796,0
17.195.40.226,36.4.71.75,32474,29725,SYN,TCP,TLS 1.0,AAAA,POST,Destination Unreachable,4940 981,159,2025-04-26 19:53:09.136243,2025-04-26 20:41:59.136243,749,6446,0
120.39.54.211,181.254.224.198,4108,45888,URG,UDP,TLS 1.2,TXT,GET,Echo Reply,24291 26569,9,2025-04-26 19:17:08.136243,2025-04-26 20:09:42.136243,120,7154,0
2.184.78.178,109.161.60.42,42719,1736,FIN,ICMP,TLS 1.1,CNAME,PUT,Echo Reply,35115 56582,17,2025-04-26 19:47:55.136243,2025-04-26 20:01:08.136243,297,9531,0
182.129.238.37,65.49.183.131,60012,47522,RST,ICMP,TLS 1.2,MX,HEAD,Echo Reply,46316 48833,72,2025-04-26 19:52:20.136243,2025-04-26 20:14:22.136243,164,5956,0
47.128.254.121,225.52.16.117,52344,41092,PSH,ICMP,TLS 1.0,MX,GET,Echo Reply,63017 58554,14,2025-04-26 18:59:07.136243,2025-04-26 19:50:00.151064,855,1132,0
19.103.28.118,192.163.158.100,2169,56739,PSH,ICMP,TLS 1.2,AAAA,DELETE,Destination Unreachable,28151 38325,159,2025-04-26 19:14:05.136243,2025-04-26 19:42:33.151064,33,3504,0
71.71.250.115,241.158.94.173,40109,43552,PSH,TCP,TLS 1.0,MX,HEAD,Echo Reply,28323 52716,68,2025-04-26 19:33:59.136243,2025-04-26 19:46:14.151064,946,9935,0
146.22.203.14,34.219.58.156,11493,10026,URG,TCP,TLS 1.2,A,GET,Echo Reply,29951 42422,217,2025-04-26 19:08:39.136243,2025-04-26 19:45:16.151064,597,1806,0
248.87.23.241,195.214.179.141,4772,31485,FIN,ICMP,TLS 1.1,A,POST,Echo Request,44683 39354,215,2025-04-26 18:58:21.136243,2025-04-26 19:43:15.151064,16,1681,0
93.253.143.203,31.66.246.11,3929,56380,FIN,ICMP,TLS 1.3,A,POST,Echo Request,51549 45857,13,2025-04-26 19:36:16.136243,2025-04-26 20:26:00.136243,401,4734,0
192.217.82.145,38.105.63.3,47376,23661,RST,ICMP,TLS 1.3,A,HEAD,Echo Reply,37291 49796,1,2025-04-26 19:02:45.136243,2025-04-26 19:43:04.151064,774,5385,0
137.220.93.186,200.211.11.72,15771,443,URG,ICMP,TLS 1.2,TXT,PUT,Echo Reply,10879 64769,6,2025-04-26 19:51:34.136243,2025-04-26 19:56:15.136243,5283,86314,1
100.246.238.26,165.234.103.170,80,3389,ACK,UDP,TLS 1.3,AAAA,GET,Echo Request,24550 28915,95,2025-04-26 18:58:58.136243,2025-04-26 19:23:42.151064,275,69337,1
48.177.170.82,75.190.37.169,20438,49796,URG,ICMP,TLS 1.1,AAAA,POST,Echo Reply,47726 63841,159,2025-04-26 19:01:35.136243,2025-04-26 19:06:48.151064,307,5149,0
92.166.243.196,47.129.83.19,54112,44520,SYN,ICMP,TLS 1.2,TXT,PUT,Echo Request,19518 7181,112,2025-04-26 19:44:13.136243,2025-04-26 20:10:20.136243,44,4680,0
25.26.101.189,4.108.9.240,61707,48622,PSH,ICMP,TLS 1.0,AAAA,GET,Destination Unreachable,61001 34050,130,2025-04-26 19:39:07.136243,2025-04-26 20:03:58.136243,714,2955,0
71.32.218.54,188.82.1.42,8218,64531,RST,ICMP,TLS 1.0,A,HEAD,Echo Request,64647 53445,105,2025-04-26 19:14:48.136243,2025-04-26 19:27:44.151064,254,8287,0
232.151.95.24,195.74.63.220,25598,56844,SYN,UDP,TLS 1.0,CNAME,GET,Destination Unreachable,9958 55533,46,2025-04-26 19:41:53.136243,2025-04-26 20:09:14.136243,504,1047,0
223.143.66.207,85.62.155.128,50544,52719,ACK,TCP,TLS 1.0,MX,DELETE,Destination Unreachable,23553 52207,213,2025-04-26 19:23:27.136243,2025-04-26 19:54:02.151064,877,3738,0
238.229.234.45,4.206.73.180,21392,5588,ACK,ICMP,TLS 1.0,A,HEAD,Echo Reply,48023 35647,226,2025-04-26 19:14:27.136243,2025-04-26 19:36:43.151064,912,7612,0
140.50.45.142,154.91.200.74,49688,57422,ACK,ICMP,TLS 1.2,CNAME,PUT,Echo Request,42959 26733,207,2025-04-26 19:53:43.136243,2025-04-26 20:06:36.136243,947,6984,0
59.222.145.215,243.199.82.248,29397,3994,SYN,TCP,TLS 1.0,MX,POST,Destination Unreachable,43163 31492,155,2025-04-26 19:21:06.136243,2025-04-26 20:20:19.136243,605,324,0
110.132.101.212,234.71.166.134,53863,60337,ACK,TCP,TLS 1.0,MX,DELETE,Destination Unreachable,14048 43241,98,2025-04-26 19:13:36.136243,2025-04-26 19:14:48.151064,733,9767,0
199.2.29.234,67.138.165.255,15688,876,SYN,UDP,TLS 1.2,AAAA,GET,Destination Unreachable,36367 26832,130,2025-04-26 19:02:54.136243,2025-04-26 19:09:25.151064,485,1385,0
72.175.77.239,254.84.152.110,7378,31909,RST,TCP,TLS 1.0,CNAME,POST,Echo Reply,56752 41555,105,2025-04-26 19:06:55.136243,2025-04-26 19:20:18.151064,903,6839,0
202.154.6.62,149.197.6.168,29530,54060,ACK,ICMP,TLS 1.1,CNAME,PUT,Destination Unreachable,17434 60459,39,2025-04-26 19:09:43.136243,2025-04-26 19:35:05.151064,902,349,0
134.92.111.139,187.190.84.252,33863,1759,SYN,UDP,TLS 1.1,A,GET,Echo Request,56334 19010,128,2025-04-26 19:36:13.136243,2025-04-26 19:37:05.136243,570,6947,0
114.108.22.242,46.36.80.119,13607,41669,PSH,TCP,TLS 1.1,TXT,PUT,Echo Reply,30656 16776,199,2025-04-26 18:59:59.136243,2025-04-26 19:35:35.151064,1,6730,0
60.199.13.169,31.30.167.171,26229,13808,SYN,TCP,TLS 1.0,AAAA,HEAD,Destination Unreachable,48361 7852,3,2025-04-26 19:04:49.136243,2025-04-26 19:16:40.151064,599,4228,0
23.33.252.131,163.237.237.123,6379,55448,ACK,UDP,TLS 1.0,TXT,HEAD,Echo Request,62139 15199,220,2025-04-26 19:38:41.136243,2025-04-26 19:52:59.136243,179,3034,0
114.34.92.56,207.155.255.162,21347,60638,RST,TCP,TLS 1.2,AAAA,GET,Destination Unreachable,30562 43825,237,2025-04-26 18:55:13.136243,2025-04-26 19:52:43.151064,503,4258,0
143.167.153.223,114.119.75.12,927,57519,RST,TCP,TLS 1.3,A,POST,Destination Unreachable,796 37209,168,2025-04-26 19:33:50.136243,2025-04-26 19:45:43.136243,603,5014,0
223.62.4.87,232.138.5.106,63310,12249,SYN,UDP,TLS 1.2,TXT,GET,Destination Unreachable,28532 15828,123,2025-04-26 19:08:16.136243,2025-04-26 20:00:27.136243,441,6462,0
222.249.216.132,177.74.88.236,31411,51039,SYN,ICMP,TLS 1.3,A,GET,Echo Request,29154 34970,159,2025-04-26 19:36:44.136243,2025-04-26 20:30:43.136243,659,610,0
148.245.132.248,15.116.105.209,39823,27473,ACK,TCP,TLS 1.1,TXT,HEAD,Destination Unreachable,38718 2198,73,2025-04-26 19:10:53.136243,2025-04-26 19:34:21.151064,281,1797,0
137.131.38.141,189.142.209.91,56188,42286,FIN,TCP,TLS 1.3,TXT,HEAD,Echo Reply,26677 21982,165,2025-04-26 19:26:32.136243,2025-04-26 19:45:59.136243,16,9757,0
86.101.85.254,186.206.5.193,9100,1893,ACK,ICMP,TLS 1.1,MX,GET,Echo Reply,5623 29362,104,2025-04-26 19:01:34.136243,2025-04-26 19:53:09.151064,580,6659,0
192.30.145.226,37.68.197.127,45049,22,RST,UDP,TLS 1.1,A,PUT,Destination Unreachable,54088 47512,55,2025-04-26 19:52:47.136243,2025-04-26 20:40:41.136243,206,36710,1
221.158.201.134,81.94.226.56,21565,46368,FIN,ICMP,TLS 1.1,A,GET,Echo Request,42911 23023,27,2025-04-26 19:13:22.136243,2025-04-26 19:22:28.136243,258,7144,0
118.86.114.94,245.195.76.202,7472,56835,FIN,ICMP,TLS 1.1,CNAME,GET,Echo Reply,59195 35928,156,2025-04-26 19:18:22.136243,2025-04-26 19:44:38.151064,414,1430,0
14.155.222.180,86.20.71.85,14125,51656,ACK,UDP,TLS 1.3,AAAA,PUT,Echo Reply,28539 15710,187,2025-04-26 19:50:58.136243,2025-04-26 20:50:25.136243,865,9637,0
72.178.134.75,15.5.83.72,64810,8080,SYN,ICMP,TLS 1.3,TXT,GET,Echo Reply,42625 31610,137,2025-04-26 19:03:21.136243,2025-04-26 19:44:44.136243,621,95064,1
33.147.32.12,198.233.89.199,23101,50016,RST,ICMP,TLS 1.0,CNAME,GET,Echo Reply,43047 52901,157,2025-04-26 19:22:29.136243,2025-04-26 20:10:31.136243,100,7764,0
21.3.18.41,42.141.199.230,41406,26269,SYN,TCP,TLS 1.1,A,GET,Echo Reply,35953 63817,252,2025-04-26 19:41:40.136243,2025-04-26 20:26:35.136243,7,81515,1
104.111.188.17,73.175.2.135,4551,47576,URG,TCP,TLS 1.2,CNAME,POST,Destination Unreachable,39894 56352,23,2025-04-26 19:05:27.136243,2025-04-26 19:47:31.151064,794,288,0
134.131.45.127,214.131.20.149,18016,24426,FIN,ICMP,TLS 1.3,MX,GET,Destination Unreachable,59743 38945,245,2025-04-26 19:37:06.136243,2025-04-26 20:34:15.136243,488,1642,0
100.186.227.225,3.127.53.127,40068,52234,PSH,TCP,TLS 1.2,AAAA,GET,Echo Request,11482 37113,163,2025-04-26 19:18:21.136243,2025-04-26 19:35:13.151064,785,5776,0
116.38.51.153,242.81.26.187,443,22494,URG,TCP,TLS 1.0,AAAA,PUT,Echo Reply,26549 63922,8,2025-04-26 19:25:55.136243,2025-04-26 19:45:15.151064,9765,3658,1
155.13.65.240,114.250.197.144,57217,22,RST,ICMP,TLS 1.0,MX,DELETE,Echo Reply,22258 11694,149,2025-04-26 19:27:50.136243,2025-04-26 19:53:15.151064,572,9870,1
136.252.77.99,42.90.62.178,16282,53741,FIN,UDP,TLS 1.2,MX,PUT,Echo Request,57218 15629,162,2025-04-26 19:15:37.136243,2025-04-26 19:25:55.151064,951,2770,0
58.247.68.86,252.17.195.152,44575,48886,URG,UDP,TLS 1.2,TXT,DELETE,Echo Reply,19206 30162,169,2025-04-26 19:11:05.136243,2025-04-26 19:27:07.151064,801,1438,0
132.138.138.205,16.245.45.164,65273,64748,PSH,UDP,TLS 1.2,AAAA,HEAD,Echo Request,10687 26307,173,2025-04-26 19:40:58.136243,2025-04-26 20:24:25.136243,831,4530,0
57.171.122.6,182.84.98.34,47517,58595,PSH,ICMP,TLS 1.0,A,PUT,Echo Request,54926 534,39,2025-04-26 19:03:43.136243,2025-04-26 19:47:15.151064,356,4235,0
191.237.108.100,206.23.72.93,3389,80,RST,TCP,TLS 1.2,AAAA,PUT,Echo Request,4868 42349,199,2025-04-26 19:26:26.136243,2025-04-26 19:52:38.136243,779,85959,1
103.60.85.191,246.129.2.103,1403,13819,PSH,TCP,TLS 1.1,A,HEAD,Echo Reply,54776 47983,246,2025-04-26 19:28:13.136243,2025-04-26 20:08:28.136243,529,3370,0
121.3.15.8,27.15.24.171,51684,1251,PSH,TCP,TLS 1.0,AAAA,PUT,Destination Unreachable,49918 38788,209,2025-04-26 19:48:31.136243,2025-04-26 20:42:10.136243,428,4835,0
20.196.31.122,85.128.223.137,4739,47098,SYN,TCP,TLS 1.3,CNAME,GET,Destination Unreachable,21458 49430,142,2025-04-26 19:07:03.136243,2025-04-26 19:54:21.136243,142,8226,0
86.77.19.136,123.131.106.169,56360,18423,PSH,TCP,TLS 1.2,CNAME,GET,Destination Unreachable,61968 10969,3,2025-04-26 19:10:49.136243,2025-04-26 19:48:08.151064,239,3781,0
194.111.176.11,47.58.74.98,18428,422,RST,TCP,TLS 1.2,CNAME,POST,Destination Unreachable,3949 44415,60,2025-04-26 19:53:16.136243,2025-04-26 20:32:26.136243,329,1846,0
199.60.82.51,69.219.209.205,22740,44868,PSH,TCP,TLS 1.0,A,DELETE,Destination Unreachable,46965 33680,114,2025-04-26 19:39:36.136243,2025-04-26 19:42:23.136243,523,4900,0
113.137.202.209,225.7.73.139,53814,34651,FIN,TCP,TLS 1.1,A,PUT,Destination Unreachable,19405 32055,129,2025-04-26 19:18:52.136243,2025-04-26 19:24:35.151064,46,7481,0
